WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Hibino N.,Uchijima M.,196.0,61.0,366.0,1000.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,3.4,1.33,3.26,1.38,3.6,1.38,3.35,1.33
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Vondrousova M.,Selekhmeteva O.,96.0,147.0,743.0,494.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.4,3.0,1.51,2.72,1.51,3.0,1.45,2.81
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Azarenka V.,Wickmayer Y.,75.0,1140.0,884.0,11.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.04,13.0,1.04,14.31,1.05,16.0,1.04,12.45
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kenin S.,Gracheva V.,30.0,72.0,1618.0,895.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.4,1.35,3.5,1.39,3.5,1.34,3.34
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kalinina A.,Avanesyan E.,113.0,40.0,648.0,1380.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.4,3.03,1.43,3.1,1.47,2.97,1.41
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Gauff C.,Gadecki O.,2.0,91.0,6863.0,759.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.03,17.0,1.03,17.34,1.03,29.0,1.02,15.69
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Valentova T.,Paquet C.,172.0,119.0,403.0,610.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.36,3.2,1.34,3.57,1.41,3.75,1.35,3.25
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Krueger A.,Lamens S.,35.0,69.0,1489.0,908.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.61,2.44,1.62,2.6,1.56,2.47
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Jacquemot E.,Sakkari M.,138.0,90.0,537.0,766.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,4.5,1.2,4.64,1.23,4.8,1.25,4.48,1.21
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Pegula J.,Todoni A.,3.0,88.0,6243.0,770.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.17,5.0,1.21,5.01,1.21,6.0,1.16,5.37
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Frech M.,Jabeur O.,26.0,36.0,1755.0,1483.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,3.2,1.36,3.15,1.4,3.35,1.42,3.15,1.37
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Kartal S.,Andreeva E.,56.0,102.0,1021.0,702.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.73,2.1,1.68,2.29,1.77,2.3,1.71,2.16
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Boisson L.,Mertens E.,361.0,24.0,171.0,1866.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,4.33,1.22,4.61,1.23,4.8,1.25,4.37,1.22
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Li A.,Carle M.,55.0,127.0,1029.0,567.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.73,2.1,1.76,2.17,1.81,2.22,1.74,2.1
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Putintseva Y.,Sierra S.,31.0,110.0,1615.0,676.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.38,1.64,2.39,1.7,2.43,1.6,2.35
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Garland J.,Volynets K.,175.0,65.0,395.0,922.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,3.4,1.33,3.47,1.35,3.5,1.38,3.36,1.33
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Bouzkova M.,Kalinskaya A.,47.0,28.0,1176.0,1717.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.2,1.67,2.39,1.64,2.46,1.68,2.27,1.64
24,Paris,French Open,2025-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Parks A.,Muchova K.,52.0,13.0,1102.0,2919.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,8.0,1.08,9.84,1.08,11.0,1.11,8.55,1.08
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Zheng Q.,Arango E.,7.0,85.0,4368.0,791.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.03,15.0,1.05,16.58,1.05,17.5,1.03,13.67
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Anisimova A.,Golubic V.,16.0,78.0,2634.0,817.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.5,1.12,7.6,1.15,7.8,1.13,6.15
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Mboko V.,Lys E.,120.0,59.0,594.0,1015.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.57,2.5,1.71,2.62,1.55,2.47
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Paolini J.,Tomljanovic A.,4.0,71.0,5865.0,904.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.11,8.45,1.11,9.4,1.09,7.81
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Svitolina E.,Bondar A.,14.0,82.0,2845.0,804.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.11,6.5,1.11,8.44,1.12,8.6,1.11,7.19
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Pera B.,Vekic D.,83.0,19.0,796.0,2226.0,6.0,2.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.3,1.62,2.5,1.6,2.52,1.67,2.34,1.62
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Starodubtseva Y.,Potapova A.,81.0,37.0,804.0,1469.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,3.75,1.29,4.62,1.24,4.62,1.29,4.0,1.26
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Tauson C.,Rus A.,22.0,94.0,2098.0,751.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.17,5.0,1.18,5.71,1.21,5.71,1.18,5.02
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Swiatek I.,Raducanu E.,5.0,41.0,5838.0,1319.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.1,7.0,1.11,8.39,1.12,10.0,1.1,7.57
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Danilovic O.,Collins D.,34.0,54.0,1508.0,1061.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.2,1.67,2.14,1.79,2.22,1.79,2.16,1.71
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Cristian J.,Bejlek S.,60.0,188.0,1001.0,376.0,1.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.67,2.2,1.75,2.21,1.82,2.21,1.73,2.12
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Samsonova L.,Romero Gormaz L.,18.0,150.0,2280.0,491.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.17,5.0,1.2,5.31,1.2,6.0,1.17,5.31
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Ostapenko J.,Dolehide C.,21.0,67.0,2140.0,918.0,5.0,7.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.29,3.75,1.26,4.32,1.3,4.32,1.26,3.96
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Sabalenka A.,Teichmann J.,1.0,97.0,10683.0,731.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.02,21.0,1.01,30.29,1.02,46.0,1.01,21.46
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Yastremska D.,Shnaider D.,48.0,12.0,1159.0,3108.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.44,2.93,1.47,3.0,1.48,2.82,1.44
24,Paris,French Open,2025-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Rybakina E.,Jovic I.,11.0,129.0,3548.0,566.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.09,9.8,1.1,9.9,1.08,8.51
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Andreeva M.,Krueger A.,6.0,35.0,4986.0,1489.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.11,6.5,1.14,6.78,1.17,6.88,1.13,6.23
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Vondrousova M.,Frech M.,96.0,26.0,743.0,1755.0,6.0,0.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.44,2.75,1.46,2.95,1.48,2.95,1.46,2.78
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Bouzkova M.,Kartal S.,47.0,56.0,1176.0,1021.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.52,2.71,1.52,2.92,1.47,2.75
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Pegula J.,Li A.,3.0,55.0,6243.0,1029.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.22,4.33,1.24,4.55,1.27,4.7,1.22,4.32
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Baptiste H.,Hibino N.,70.0,196.0,906.0,366.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.5,1.25,4.46,1.27,4.54,1.22,4.42
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Alexandrova E.,Cocciaretto E.,20.0,89.0,2148.0,768.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.5,1.24,4.65,1.26,4.7,1.22,4.4
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Bouzas Maneiro J.,Montgomery R.,68.0,115.0,915.0,642.0,6.0,4.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.4,3.0,1.48,2.87,1.52,3.0,1.43,2.87
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Putintseva Y.,Garland J.,31.0,175.0,1615.0,395.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.2,1.36,3.43,1.37,3.6,1.35,3.27
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kudermetova V.,Krejcikova B.,46.0,15.0,1187.0,2664.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.63,1.58,2.54,1.58,2.63,1.53,2.54
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Gauff C.,Valentova T.,2.0,172.0,6863.0,403.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.04,13.0,1.05,13.61,1.07,14.0,1.04,11.77
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Badosa P.,Ruse E.G.,10.0,80.0,3684.0,808.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.25,4.0,1.29,4.06,1.32,4.3,1.27,3.87
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Keys M.,Boulter K.,8.0,38.0,4184.0,1456.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.16,6.34,1.17,6.75,1.15,5.67
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Boisson L.,Kalinina A.,361.0,113.0,171.0,648.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.8,2.0,1.81,2.12,1.84,2.14,1.79,2.04
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Jacquemot E.,Parks A.,138.0,52.0,537.0,1102.0,6.0,2.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.53,2.5,1.53,2.69,1.6,2.69,1.55,2.48
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kenin S.,Azarenka V.,30.0,75.0,1618.0,884.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.5,2.81,1.54,2.81,1.48,2.72
24,Paris,French Open,2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kasatkina D.,Jeanjean L.,17.0,100.0,2631.0,712.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.26,4.3,1.28,4.5,1.25,4.05
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Zheng Q.,Mboko V.,7.0,120.0,4368.0,594.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.23,4.81,1.24,5.0,1.21,4.55
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Anisimova A.,Tauson C.,16.0,22.0,2634.0,2098.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.38,1.65,2.4,1.69,2.53,1.6,2.36
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Sabalenka A.,Danilovic O.,1.0,34.0,10683.0,1508.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.12,7.8,1.13,8.2,1.1,7.46
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Samsonova L.,Yastremska D.,18.0,48.0,2280.0,1159.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.71,2.27,1.73,2.32,1.66,2.24
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Swiatek I.,Cristian J.,5.0,60.0,5838.0,1001.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.03,17.0,1.04,17.49,1.05,19.5,1.02,15.2
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Rybakina E.,Ostapenko J.,11.0,21.0,3548.0,2140.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.52,2.73,1.52,2.98,1.45,2.79
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Paolini J.,Starodubtseva Y.,4.0,81.0,5865.0,804.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.07,9.0,1.09,8.99,1.1,10.5,1.08,8.71
24,Paris,French Open,2025-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Svitolina E.,Pera B.,14.0,83.0,2845.0,796.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.11,6.5,1.13,6.72,1.15,7.2,1.12,6.5
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Andreeva M.,Putintseva Y.,6.0,31.0,4986.0,1615.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.13,6.0,1.15,6.42,1.15,7.8,1.14,6.02
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Kasatkina D.,Badosa P.,17.0,10.0,2631.0,3684.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,2.63,1.5,2.69,1.53,2.82,1.54,2.59,1.51
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Pegula J.,Vondrousova M.,3.0,96.0,6243.0,743.0,3.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.44,2.75,1.48,2.88,1.51,2.92,1.46,2.76
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Boisson L.,Jacquemot E.,361.0,138.0,171.0,537.0,6.0,3.0,0.0,6.0,7.0,5.0,2.0,1.0,Completed,1.44,2.75,1.54,2.66,1.56,2.75,1.52,2.58
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Alexandrova E.,Kudermetova V.,20.0,46.0,2148.0,1187.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.49,2.84,1.5,3.05,1.46,2.75
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Baptiste H.,Bouzas Maneiro J.,70.0,68.0,906.0,915.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.91,1.91,1.93,1.98,1.94,2.04,1.87,1.95
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Keys M.,Kenin S.,8.0,30.0,4184.0,1618.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.4,3.0,1.43,3.1,1.43,3.25,1.4,2.98
24,Paris,French Open,2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Gauff C.,Bouzkova M.,2.0,47.0,6863.0,1176.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.1,7.0,1.12,7.9,1.13,9.2,1.11,7.06
24,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Svitolina E.,Paolini J.,14.0,4.0,2845.0,5865.0,4.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,2.1,1.73,2.2,1.76,2.26,1.9,2.09,1.76
24,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Zheng Q.,Samsonova L.,7.0,18.0,4368.0,2280.0,7.0,6.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,1.3,3.5,1.32,3.76,1.35,3.8,1.31,3.49
24,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Swiatek I.,Rybakina E.,5.0,11.0,5838.0,3548.0,1.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.44,2.75,1.5,2.8,1.5,2.96,1.46,2.75
24,Paris,French Open,2025-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Sabalenka A.,Anisimova A.,1.0,16.0,10683.0,2634.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.5,1.21,5.08,1.24,5.2,1.21,4.6
24,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Gauff C.,Alexandrova E.,2.0,20.0,6863.0,2148.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.3,3.5,1.32,3.75,1.36,3.85,1.33,3.4
24,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Andreeva M.,Kasatkina D.,6.0,17.0,4986.0,2631.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.5,1.23,4.71,1.25,4.8,1.23,4.35
24,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Boisson L.,Pegula J.,361.0,3.0,171.0,6243.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,5.0,1.17,5.4,1.19,5.9,1.21,5.09,1.18
24,Paris,French Open,2025-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Keys M.,Baptiste H.,8.0,70.0,4184.0,906.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.33,1.24,4.86,1.25,4.86,1.24,4.21
24,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,3,Sabalenka A.,Zheng Q.,1.0,7.0,10683.0,4368.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.4,1.39,3.27,1.41,3.9,1.33,3.43
24,Paris,French Open,2025-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,3,Swiatek I.,Svitolina E.,5.0,14.0,5838.0,2845.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.3,3.94,1.31,4.01,1.27,3.91
24,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Gauff C.,Keys M.,2.0,8.0,6863.0,4184.0,6.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.42,3.11,1.5,3.11,1.45,2.82
24,Paris,French Open,2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Boisson L.,Andreeva M.,361.0,6.0,171.0,4986.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,6.5,1.11,7.41,1.13,8.0,1.15,6.48,1.13
24,Paris,French Open,2025-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Sabalenka A.,Swiatek I.,1.0,5.0,10683.0,5838.0,7.0,6.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.73,2.1,1.8,2.13,1.85,2.16,1.79,2.05
24,Paris,French Open,2025-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Gauff C.,Boisson L.,2.0,361.0,6863.0,171.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.19,5.49,1.22,5.49,1.19,4.87
24,Paris,French Open,2025-06-07,Grand Slam,Outdoor,Clay,The Final,3,Gauff C.,Sabalenka A.,2.0,1.0,2.0,10683.0,6.0,7.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.44,2.88,1.42,3.14,1.45,3.2,1.42,2.9
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Cocciaretto E.,Hartono A.,123.0,177.0,598.0,393.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.75,1.2,5.06,1.21,5.3,1.19,4.64
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Kudermetova V.,Kudermetova P.,39.0,62.0,1307.0,998.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.28,3.93,1.28,4.9,1.22,4.18
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Mertens E.,Tomova V.,25.0,76.0,1746.0,877.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.17,5.0,1.17,5.5,1.2,5.7,1.17,4.92
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Sun L.,Vrancken Peeters A.,43.0,493.0,1183.0,102.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.1,7.0,1.11,7.77,1.13,8.0,1.1,7.08
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Yuan Y.,Sevastova A.,84.0,399.0,786.0,138.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.67,,,2.3,1.67,2.22,1.62
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-09,WTA250,Outdoor,Grass,1st Round,3,Blinkova A.,Siniakova K.,70.0,73.0,907.0,890.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.4,1.57,2.55,1.56,2.55,1.64,2.4,1.56
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Lamens S.,Wickmayer Y.,72.0,955.0,898.0,21.0,6.0,3.0,0.0,6.0,6.0,3.0,2.0,1.0,Completed,1.73,2.1,1.71,2.21,1.83,2.28,1.7,2.12
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Birrell K.,Wang Xin.,69.0,48.0,911.0,1145.0,7.0,5.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,2.0,1.75,2.06,1.83,2.15,1.89,2.02,1.77
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Pera B.,Linette M.,79.0,31.0,856.0,1581.0,6.0,2.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,2.4,1.57,2.68,1.52,2.76,1.7,2.43,1.55
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Andreescu B.,Garland J.,118.0,147.0,610.0,502.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.63,1.55,2.57,1.56,2.76,1.48,2.65
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Alexandrova E.,Bolkvadze M.,19.0,189.0,2378.0,369.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.08,8.0,1.09,8.96,1.1,10.0,1.08,7.6
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Minnen G.,Collins D.,66.0,55.0,927.0,1061.0,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,2.5,1.53,2.49,1.58,2.65,1.6,2.52,1.52
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-10,WTA250,Outdoor,Grass,1st Round,3,Li A.,Potapova A.,53.0,40.0,1069.0,1299.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.4,3.26,1.37,3.7,1.41,3.15,1.36
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-11,WTA250,Outdoor,Grass,1st Round,3,Ruse E.G.,Van den Broek I.L.,80.0,704.0,848.0,46.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.05,10.0,1.06,11.92,1.08,13.0,1.05,10.39
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-11,WTA250,Outdoor,Grass,1st Round,3,Sakkari M.,Koevermans A.,85.0,190.0,766.0,368.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.07,7.5,1.09,8.25,1.11,9.2,1.07,8.25
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-11,WTA250,Outdoor,Grass,1st Round,3,Branstine C.,Samsonova L.,231.0,18.0,316.0,2390.0,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,7.0,1.1,7.03,1.12,7.5,1.15,7.11,1.1
25,'s-Hertogenbosch,Rosmalen Grass Court Championships,2025-06-11,WTA250,Outdoor,Grass,2nd Round,3,Cocciaretto E.,Pera B.,123.0,79.0,598.0,856.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,2.4,1.57,2.46,1.61,2.56,1.62,2.38,1.56
